activity_group_name	VerwerkingsMethode	amount
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	5,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,56
BUITEN MRA	C03 Sorteren / scheiden	0,82
BUITEN MRA	C03 Sorteren / scheiden	4,46
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	39,38
C INDUSTRIE	C03 Sorteren / scheiden	5,2
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	57,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	27,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,52
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,84
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	9,02
BUITEN MRA	A02 Overslag / opbulken	0,77
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,86
F BOUWNIJVERHEID 	A02 Overslag / opbulken	9,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,6
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	2,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	85
BUITEN MRA	A02 Overslag / opbulken	1,3
BUITEN MRA	A02 Overslag / opbulken	8,66
BUITEN MRA	A02 Overslag / opbulken	88,72
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,5
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,5
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,72
BUITEN MRA	A02 Overslag / opbulken	6,34
BUITEN MRA	A02 Overslag / opbulken	1,66
BUITEN MRA	A02 Overslag / opbulken	13,04
BUITEN MRA	A02 Overslag / opbulken	40,94
BUITEN MRA	A02 Overslag / opbulken	446,62
BUITEN MRA	A02 Overslag / opbulken	1,98
BUITEN MRA	A02 Overslag / opbulken	1,4
BUITEN MRA	A02 Overslag / opbulken	6,62
BUITEN MRA	A02 Overslag / opbulken	8,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	58,6
BUITEN MRA	A02 Overslag / opbulken	18,8
BUITEN MRA	A02 Overslag / opbulken	19,1
BUITEN MRA	A02 Overslag / opbulken	58,52
BUITEN MRA	A02 Overslag / opbulken	110,76
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	15,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	402,98
BUITEN MRA	A02 Overslag / opbulken	2,02
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	62,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	32,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	132,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	171,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	50,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	12,3
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3.285.143
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3388,09
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3531,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3235,04
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2675,43
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2353,24
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1365,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1363,24
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1180,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1248,22
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1.262.266
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	713.899
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	24,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	828,9
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	653,88
BUITEN MRA	C02 Shredderen / knippen	1,52
C INDUSTRIE	C02 Shredderen / knippen	0,46
C INDUSTRIE	C02 Shredderen / knippen	1,84
BUITEN MRA	C02 Shredderen / knippen	0,929
BUITEN MRA	A02 Overslag / opbulken	32,88
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,8
BUITEN MRA	C02 Shredderen / knippen	0,52
BUITEN MRA	A02 Overslag / opbulken	13,28
BUITEN MRA	C02 Shredderen / knippen	72,3
BUITEN MRA	C02 Shredderen / knippen	5,94
BUITEN MRA	C02 Shredderen / knippen	17,28
BUITEN MRA	C02 Shredderen / knippen	2,42
BUITEN MRA	C02 Shredderen / knippen	23,36
BUITEN MRA	C02 Shredderen / knippen	1,32
BUITEN MRA	C02 Shredderen / knippen	0,54
BUITEN MRA	C02 Shredderen / knippen	0,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	6,38
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	84,42
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	6,84
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	32,6
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	2,22
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	9,9
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	6,46
BUITEN MRA	C02 Shredderen / knippen	2,08
C INDUSTRIE	C02 Shredderen / knippen	1,56
C INDUSTRIE	C02 Shredderen / knippen	1,74
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,72
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	5,8
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	8,24
F BOUWNIJVERHEID 	C02 Shredderen / knippen	4,82
F BOUWNIJVERHEID 	C02 Shredderen / knippen	16,22
F BOUWNIJVERHEID 	C02 Shredderen / knippen	6,78
F BOUWNIJVERHEID 	C02 Shredderen / knippen	9,32
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,14
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	2,22
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	14,9
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	35,7
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	84,72
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	111,46
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,46
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	4,72
R KUNST, AMUSEMENT EN RECREATIE 	C02 Shredderen / knippen	1,74
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	359,26
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	404,68
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	275.135
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	269,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	9,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	12,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	28,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	10,48
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	0,04
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	0,84
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,56
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,42
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,64
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,8
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,52
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,74
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	0,44
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,98
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,9
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,46
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,36
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,34
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,74
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,58
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,9
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2,7
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,24
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,4
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	7,32
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,72
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,98
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,28
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,58
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,84
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	10,03
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	17,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	18
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	12,16
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	14,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,14
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,24
BUITEN MRA	A02 Overslag / opbulken	0,5
BUITEN MRA	A02 Overslag / opbulken	1,32
BUITEN MRA	A02 Overslag / opbulken	3,08
BUITEN MRA	A02 Overslag / opbulken	6,06
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,72
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,4
F BOUWNIJVERHEID 	A02 Overslag / opbulken	12,66
F BOUWNIJVERHEID 	A02 Overslag / opbulken	25,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	39,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	33,84
F BOUWNIJVERHEID 	A02 Overslag / opbulken	21,06
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,68
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,92
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,22
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,28
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,5
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,6
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	1,12
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,06
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	1
BUITEN MRA	A02 Overslag / opbulken	3,16
BUITEN MRA	A02 Overslag / opbulken	0,88
BUITEN MRA	A02 Overslag / opbulken	5,32
BUITEN MRA	A02 Overslag / opbulken	1,32
BUITEN MRA	A02 Overslag / opbulken	1,92
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,58
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,5
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,9
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	15,2
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	21,94
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	16,34
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	13,78
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	21,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,24
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,24
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,6
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,66
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,72
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,12
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,82
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,3
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	16,04
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	44,6
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	25,08
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	20,7
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	23,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,6
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,58
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,38
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,74
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,84
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,06
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,06
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,5
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,3
P ONDERWIJS 	A02 Overslag / opbulken	0,34
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	6,8
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	7,86
BUITEN MRA	A02 Overslag / opbulken	1,18
BUITEN MRA	A02 Overslag / opbulken	0,08
BUITEN MRA	A02 Overslag / opbulken	0,96
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,66
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	20,2
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	17,22
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,96
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	9,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,58
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,88
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,74
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,4
F BOUWNIJVERHEID 	A02 Overslag / opbulken	8,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	23,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	7,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,48
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,26
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,04
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,46
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,34
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	13,96
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,68
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	46,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	28,96
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,38
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,4
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	32,22
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	78,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	46,5
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	57,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	42,94
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,64
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	131,4
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	151,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	72,92
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	117,42
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	92,12
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	73,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	642,06
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	413,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	293,76
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	249,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	259,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	184,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,4
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,58
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	39,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	9,36
BUITEN MRA	A02 Overslag / opbulken	359,03
BUITEN MRA	A02 Overslag / opbulken	59,82
BUITEN MRA	A02 Overslag / opbulken	2,06
BUITEN MRA	A02 Overslag / opbulken	1,46
BUITEN MRA	A02 Overslag / opbulken	0,24
BUITEN MRA	A02 Overslag / opbulken	1,34
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,12
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,64
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	10,3
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	9,75
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,26
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	7,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,6
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,8
BUITEN MRA	A02 Overslag / opbulken	6,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	4,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1,14
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	17,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	31,14
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,74
