activity_group_name	VerwerkingsMethode	amount
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	894,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1081,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1116,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	873,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	982,9
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	760,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,52
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,42
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	4,02
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	1,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,34
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	11,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,32
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,22
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,08
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	30,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	278,8
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	205,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	149,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	96,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	4,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	7,74
F BOUWNIJVERHEID 	C02 Shredderen / knippen	65,18
F BOUWNIJVERHEID 	C02 Shredderen / knippen	119,84
F BOUWNIJVERHEID 	C02 Shredderen / knippen	7,92
F BOUWNIJVERHEID 	C02 Shredderen / knippen	31,64
F BOUWNIJVERHEID 	C02 Shredderen / knippen	110,52
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,82
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,4
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	4,4
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,12
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,86
P ONDERWIJS 	C02 Shredderen / knippen	1,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	158,46
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,3
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	4,14
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,58
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	4,4
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,74
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	3,38
C INDUSTRIE	C02 Shredderen / knippen	0,36
C INDUSTRIE	C02 Shredderen / knippen	0,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	10,28
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	15,46
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	14,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	18,26
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	19,6
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	16,8
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	7,68
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	20,38
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	15,54
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	7,38
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	6,14
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,5
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	3,2
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	2,7
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	2,84
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	3,1
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	2,98
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	3,16
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	41,86
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,98
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,54
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,58
F BOUWNIJVERHEID 	C02 Shredderen / knippen	227,52
F BOUWNIJVERHEID 	C02 Shredderen / knippen	385,3
F BOUWNIJVERHEID 	C02 Shredderen / knippen	400,7
F BOUWNIJVERHEID 	C02 Shredderen / knippen	188,34
F BOUWNIJVERHEID 	C02 Shredderen / knippen	86,4
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,42
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	22,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,54
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	14,3
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	18,36
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	17,64
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	18,62
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	12,88
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	7,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	11,36
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	42,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	37,08
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	54,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	32,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	8,36
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,48
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	6,88
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	6,02
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	10,46
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	0,22
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	1,3
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	1,64
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	1,36
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	0,64
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	0,66
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	11
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	9,72
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	13,24
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	10,56
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	13,62
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	55,96
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	7,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	16,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1,8
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	7,24
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	1,32
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	7,48
F BOUWNIJVERHEID 	C02 Shredderen / knippen	13
F BOUWNIJVERHEID 	C02 Shredderen / knippen	20,76
F BOUWNIJVERHEID 	C02 Shredderen / knippen	16,24
F BOUWNIJVERHEID 	C02 Shredderen / knippen	20,79
F BOUWNIJVERHEID 	C02 Shredderen / knippen	13,2
F BOUWNIJVERHEID 	C02 Shredderen / knippen	14,48
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1,32
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	7,02
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	11,5
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	19,64
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	21,2
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	24,38
F BOUWNIJVERHEID 	C02 Shredderen / knippen	30,56
F BOUWNIJVERHEID 	C02 Shredderen / knippen	45,1
F BOUWNIJVERHEID 	C02 Shredderen / knippen	30,24
F BOUWNIJVERHEID 	C02 Shredderen / knippen	20,54
F BOUWNIJVERHEID 	C02 Shredderen / knippen	16,1
F BOUWNIJVERHEID 	C02 Shredderen / knippen	7,78
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,72
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	0,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	10,9
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	11,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	6,48
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	9,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	9,9
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	8,64
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	11,7
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	22,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	4,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	204,52
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	796,34
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	774,16
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	755,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	851,48
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	862,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	861,98
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	46,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,68
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	8,24
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,52
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	A02 Overslag / opbulken	1,24
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	97,46
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	36,4
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	10,66
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	9,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	24,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	15,78
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	15,12
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	14,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	8,52
BUITEN MRA	C03 Sorteren / scheiden	12,7
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C03 Sorteren / scheiden	9,74
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	35,64
A LANDBOUW, BOSBOUW EN VISSERIJ	C03 Sorteren / scheiden	25,98
A LANDBOUW, BOSBOUW EN VISSERIJ	C03 Sorteren / scheiden	51,08
A LANDBOUW, BOSBOUW EN VISSERIJ	C03 Sorteren / scheiden	54,74
A LANDBOUW, BOSBOUW EN VISSERIJ	C03 Sorteren / scheiden	9,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	41,38
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	C03 Sorteren / scheiden	24,36
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	86,7
A LANDBOUW, BOSBOUW EN VISSERIJ	C03 Sorteren / scheiden	110,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	338.583
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C03 Sorteren / scheiden	6,48
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C03 Sorteren / scheiden	199
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	3,66
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	178,4
BUITEN MRA	A02 Overslag / opbulken	10,3
BUITEN MRA	A02 Overslag / opbulken	2,38
BUITEN MRA	A02 Overslag / opbulken	7,54
BUITEN MRA	A02 Overslag / opbulken	10,66
BUITEN MRA	A02 Overslag / opbulken	9,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,06
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	11,14
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,84
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	28,5
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	13,84
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	9,7
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	19,72
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	4,52
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	14,78
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	17,06
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	10,06
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	12,04
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	19,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	12,94
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,56
BUITEN MRA	A02 Overslag / opbulken	0,82
BUITEN MRA	A02 Overslag / opbulken	12,74
BUITEN MRA	A02 Overslag / opbulken	417,48
S OVERIGE DIENSTEN 	E03 Composteren, aeroob	41,26
S OVERIGE DIENSTEN 	E03 Composteren, aeroob	63,54
BUITEN MRA	E03 Composteren, aeroob	1,08
BUITEN MRA	E03 Composteren, aeroob	1,34
BUITEN MRA	E03 Composteren, aeroob	0,9
BUITEN MRA	E03 Composteren, aeroob	1,4
BUITEN MRA	E03 Composteren, aeroob	1,34
BUITEN MRA	E03 Composteren, aeroob	1,06
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	0,5
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	42,88
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	213,88
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	87,58
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	84,54
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	24,56
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	28,4
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	A02 Overslag / opbulken	0,38
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	49,46
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	55,02
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	53,92
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	58,22
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	71,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	18,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	21,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3,72
F BOUWNIJVERHEID 	C02 Shredderen / knippen	12,96
F BOUWNIJVERHEID 	C02 Shredderen / knippen	149,98
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,78
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,5
F BOUWNIJVERHEID 	C02 Shredderen / knippen	228,42
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	14,14
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,7
F BOUWNIJVERHEID 	E03 Composteren, aeroob	62,6
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	0,68
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	8,02
BUITEN MRA	E03 Composteren, aeroob	31,24
BUITEN MRA	E03 Composteren, aeroob	2,7
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	E03 Composteren, aeroob	24,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	0,42
F BOUWNIJVERHEID 	E03 Composteren, aeroob	3,76
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	20,54
BUITEN MRA	E03 Composteren, aeroob	29,7
F BOUWNIJVERHEID 	E03 Composteren, aeroob	11,52
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	E03 Composteren, aeroob	61,68
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	E03 Composteren, aeroob	12,18
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	E03 Composteren, aeroob	6,78
F BOUWNIJVERHEID 	E03 Composteren, aeroob	10,94
BUITEN MRA	E03 Composteren, aeroob	8,38
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	3,02
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	0,72
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	4,56
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	5,82
BUITEN MRA	E03 Composteren, aeroob	3,88
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	6,66
BUITEN MRA	E03 Composteren, aeroob	3,44
F BOUWNIJVERHEID 	E03 Composteren, aeroob	7,16
F BOUWNIJVERHEID 	E03 Composteren, aeroob	6,98
F BOUWNIJVERHEID 	E03 Composteren, aeroob	34,58
F BOUWNIJVERHEID 	E03 Composteren, aeroob	12,88
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	1,26
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	E03 Composteren, aeroob	7,52
BUITEN MRA	E03 Composteren, aeroob	5,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	E03 Composteren, aeroob	1,48
BUITEN MRA	E03 Composteren, aeroob	313,04
F BOUWNIJVERHEID 	E03 Composteren, aeroob	10,68
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	29,9
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	E03 Composteren, aeroob	154,42
